Accession ID,HA Segment ID,Virus name,Collection date,Location,Passage history,Originating lab,Originating sample ID,Submitting lab,Submitting sample ID,Submitter,Authors,Publication,Submission date,Update date,Representative accession
EPI_ISL_18133416,EPI2712225|A/Blue-winged Teal/South Carolina/USDA-000345-003/2021_HA,A/Blue-winged Teal/South Carolina/USDA-000345-003/2021,12/30/21,North America / United States / South Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.",,8/24/23,,EPI_ISL_18133029
EPI_ISL_18132902,EPI2708119|A/Bald Eagle/Missouri/USDA-007472-001/2022_HA,A/Bald Eagle/Missouri/USDA-007472-001/2022,3/1/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18132838,EPI2707608|A/Bald Eagle/Missouri/USDA-012338-021/2022_HA,A/Bald Eagle/Missouri/USDA-012338-021/2022,3/1/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133447,EPI2712464|A/goose/Ohio/USDA-007948-001/2022_HA,A/goose/Ohio/USDA-007948-001/2022,3/1/22,North America / United States / Ohio,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133278,EPI2711131|A/Hooded Merganser/Florida/USDA-007915-003/2022_HA,A/Hooded Merganser/Florida/USDA-007915-003/2022,3/1/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133484,EPI2712759|A/goose/Missouri/USDA-012338-029/2022_HA,A/goose/Missouri/USDA-012338-029/2022,3/1/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133018,EPI2709050|A/Bald Eagle/South Carolina/USDA-008983-001/2022_HA,A/Bald Eagle/South Carolina/USDA-008983-001/2022,3/1/22,North America / United States / South Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_11628243,EPI2008781|Seq260,A/turkey/Indiana/22-006261-002/2022,3/1/22,North America / United States / Indiana / Dubois,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,22-006261-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Chinh,Thanh;Love, Emily;Franzen,Kerrie;Killian,Mary;Koster,Leo;Lantz,Kristina;Stuber,Tod;Hicks,Jessica","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023",3/31/22,3/31/22,EPI_ISL_18133029
EPI_ISL_11628242,EPI2008773|Seq252,A/turkey/Indiana/22-006261-001/2022,3/1/22,North America / United States / Indiana / Dubois,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,22-006261-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Chinh,Thanh;Love, Emily;Franzen,Kerrie;Killian,Mary;Koster,Leo;Lantz,Kristina;Stuber,Tod;Hicks,Jessica","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023",3/31/22,3/31/22,EPI_ISL_18133029
EPI_ISL_14937101,EPI2176479|A/bald eagle/South Carolina/W22-205/2022,A/bald eagle/South Carolina/W22-205/2022,3/1/22,North America / United States,Original,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,,,"Poulson,R., Stallknecht,D., Rubrum,A., Jeevan,T., Walker,D. and Webby,R.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/15/22,8/20/22,EPI_ISL_18133029
EPI_ISL_18132259,EPI2702980|A/Snow Goose/New York/USDA-008835-002/2022_HA,A/Snow Goose/New York/USDA-008835-002/2022,3/1/22,North America / United States / New York,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_17260687
EPI_ISL_18132371,EPI2703887|A/Redhead/New York/USDA-008835-006/2022_HA,A/Redhead/New York/USDA-008835-006/2022,3/1/22,North America / United States / New York,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_17260687
EPI_ISL_18132968,EPI2708649|A/Black Vulture/Florida/USDA-007307-002/2022_HA,A/Black Vulture/Florida/USDA-007307-002/2022,3/1/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_19604317
EPI_ISL_18132410,EPI2704197|A/Ross's Goose/Missouri/USDA-007472-003/2022_HA,A/Ross's Goose/Missouri/USDA-007472-003/2022,3/1/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_12690320
EPI_ISL_18133347,EPI2711667|A/Gull/Florida/USDA-007915-006/2022_HA,A/Gull/Florida/USDA-007915-006/2022,3/1/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_15078247
EPI_ISL_18132383,EPI2703983|A/Sanderling/Massachusetts/USDA-007696-001/2022_HA,A/Sanderling/Massachusetts/USDA-007696-001/2022,3/1/22,North America / United States / Massachusetts,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_11897701
EPI_ISL_16641764,EPI2311295|27267|22HP00124|HA,A/sanderling/MA/22HP00124/2022,3/1/22,North America / United States / Massachusetts / Barnstable county / Centerville,original,Icahn School of Medicine at Mount Sinai,22HP00124,Icahn School of Medicine at Mount Sinai,22HP00124,Harm van Bakel (Icahn School of Medicine at Mount Sinai / Genetics and Genomic Sciences),"Sawatzki, Kaitlin; Puryear, Wendy; Patel, Priya; Foss, Alexa; Runstadler, Jonathan; van de Guchte,Adriana; Silvia Gonzalez-Reiche,Ana ; Khalil,Zain ; van Bakel,Harm","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023 Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",1/24/23,1/24/23,EPI_ISL_11897701
EPI_ISL_18132929,EPI2708337|A/Bald Eagle/Georgia/USDA-008982-003/2022_HA,A/Bald Eagle/Georgia/USDA-008982-003/2022,3/1/22,North America / United States / Georgia,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_19158259
EPI_ISL_14937071,EPI2176447|A/bald eagle/Georgia/W22-202/2022,A/bald eagle/Georgia/W22-202/2022,3/1/22,North America / United States,Original,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,,St. Jude Center of Excellence for Influenza Research and Response - CEIRR Influenza Data Processing and Communication Center,,,"Poulson,R., Stallknecht,D., Rubrum,A., Jeevan,T., Walker,D. and Webby,R.","Allison Murawski, Thomas Fabrizio, Robert Ossiboff, Christina Kackos, Trushar Jeevan, Jeremy C. Jones, Ahmed Kandeil, David Walker, Jasmine C. M. Turner, Christopher Patton, Elena A. Govorkova, Helena Hauck, Suzanna Mickey, Brittany Barbeau, Y. Reddy Bommineni, Mia Torchetti, Kristina Lantz, Lisa Kercher, Andrew B. Allison, Peter Vogel, Michael Walsh, Richard J. Webby Highly pathogenic avian influenza A(H5N1) virus in a common bottlenose dolphin (Tursiops truncatus) in Florida https://doi.org/10.1038/s42003-024-06173-x Communications Biology, (): , , 2024 Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/15/22,8/20/22,EPI_ISL_19158259
EPI_ISL_18133490,EPI2712807|A/goose/Missouri/USDA-012338-014/2022_HA,A/goose/Missouri/USDA-012338-014/2022,3/1/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18132349
EPI_ISL_18132860,EPI2707790|A/Bald Eagle/Florida/USDA-008984-003/2022_HA,A/Bald Eagle/Florida/USDA-008984-003/2022,3/1/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18132860
EPI_ISL_18132834,EPI2707577|A/Bald Eagle/Missouri/USDA-012338-013/2022_HA,A/Bald Eagle/Missouri/USDA-012338-013/2022,3/1/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_19546771
EPI_ISL_18132856,EPI2707759|A/Bald Eagle/Florida/USDA-008984-001/2022_HA,A/Bald Eagle/Florida/USDA-008984-001/2022,3/1/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18132856
